"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
"* 주택매매 거래는 부동산 거래신고 등에 관한 법률 제3조에 따라 계약일로부터 60일 이내 신고토록 하고 있습니다."
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20190101 ~ 20191231"
"실거래구분 : 상업/업무용(매매)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","계약년월","계약일","지분구분","건축년도"
"경기도 파주시 문발동","집합","8*","지목로","계획관리","제2종근린생활","12m미만","72"," ","15,000","1","201901","4"," ","2008"
"경기도 파주시 문발동","일반","8*","파주로","계획관리","제2종근린생활","8m미만","484.36","518.00","93,000","null","201901","10"," ","2012"
"경기도 파주시 문발동","집합","2**","지목로","계획관리","제1종근린생활","8m미만","45.6"," ","5,900","null","201903","29"," ","2009"
"경기도 파주시 문발동","집합","8*","지목로","계획관리","제2종근린생활","8m미만","54"," ","13,000","2","201903","29"," ","2008"
"경기도 파주시 문발동","일반","3*","지목로","계획관리","제2종근린생활","12m미만","204.69","1496.00","165,000","null","201904","2"," ","2007"
"경기도 파주시 문발동","일반","3*","지목로","계획관리","제2종근린생활","12m미만","198","1352.00","184,000","null","201904","3"," ","2007"
"경기도 파주시 문발동","집합","5**","숲속노을로","근린상업","제1종근린생활","25m미만","109.89"," ","10,000","5","201904","22"," ","2006"
"경기도 파주시 문발동","집합","2**","지목로","계획관리","제1종근린생활","8m미만","58.08"," ","6,500","null","201904","29"," ","2009"
"경기도 파주시 문발동","집합","8*","지목로","계획관리","제1종근린생활","12m미만","67.5"," ","10,000","1","201907","9"," ","2008"
"경기도 파주시 문발동","집합","5**","문발로","일반상업","제1종근린생활","25m미만","57.88"," ","24,500","null","201907","22"," ","2004"
"경기도 파주시 문발동","집합","2*","교하로","계획관리","제1종근린생활","25m미만","79.47"," ","30,000","1","201907","25"," ","2018"
"경기도 파주시 문발동","집합","8*","지목로","계획관리","제1종근린생활","12m미만","18"," ","7,500","1","201908","13"," ","2008"
"경기도 파주시 문발동","집합","8*","지목로","계획관리","제2종근린생활","12m미만","18"," ","7,500","null","201908","13"," ","2008"
"경기도 파주시 문발동","일반","5**","문발로","일반상업","제1종근린생활","25m미만","1703.49","671.10","192,000","null","201908","22"," ","2013"
"경기도 파주시 문발동","일반","7*","지목로","계획관리","제2종근린생활","12m미만","123.2","170.00","26,000","null","201909","23"," ","2019"
"경기도 파주시 문발동","집합","2**","지목로","계획관리","제1종근린생활","12m미만","58.14"," ","15,000","null","201910","7"," ","2009"
"경기도 파주시 문산읍 내포리","일반","3**","문현말길","계획관리","숙박","8m미만","86.43","190.00","47,000","null","201905","26"," ","2018"
"경기도 파주시 문산읍 내포리","일반","8**","방촌로","계획관리","제2종근린생활","8m미만","493.5","2522.00","98,300","null","201907","8"," ","2017"
"경기도 파주시 문산읍 당동리","집합","8**","방촌로","준공업","제2종근린생활","25m미만","37.99"," ","15,000","1","201901","4"," ","2011"
"경기도 파주시 문산읍 당동리","집합","8**","방촌로","준공업","제2종근린생활","12m미만","26.88"," ","8,147","4","201901","14"," ","2017"
"경기도 파주시 문산읍 당동리","집합","9**","방촌로","제2종일반주거","제2종근린생활","25m미만","45.24"," ","8,400","2","201901","15"," ","2009"
"경기도 파주시 문산읍 당동리","집합","8**","당동2로","준공업","제2종근린생활","25m미만","44.84"," ","25,000","1","201902","20"," ","2013"
"경기도 파주시 문산읍 당동리","집합","9**","당동1로","준공업","제1종근린생활","25m미만","46.67"," ","14,900","1","201902","26"," ","2010"
"경기도 파주시 문산읍 당동리","집합","8**","당동2로","준공업","제1종근린생활","25m미만","37.72"," ","33,800","1","201903","15"," ","2010"
"경기도 파주시 문산읍 당동리","집합","8**","당동2로","준공업","제2종근린생활","25m미만","77.9"," ","9,800","5","201903","26"," ","2010"
"경기도 파주시 문산읍 당동리","일반","6**","율곡로39번길","계획관리","제2종근린생활","8m미만","473.84","819.00","56,000","null","201904","19"," ","2013"
"경기도 파주시 문산읍 당동리","일반","6**","율곡로39번길","계획관리","제2종근린생활","8m미만","473.84","819.00","56,000","null","201904","30"," ","2013"
"경기도 파주시 문산읍 당동리","집합","8**","방촌로","준공업","제1종근린생활","25m미만","41.36"," ","30,000","1","201905","5"," ","2012"
"경기도 파주시 문산읍 당동리","일반","8**","당동2로","준공업","제2종근린생활","12m미만","639.3","614.50","155,000","null","201905","17"," ","2015"
"경기도 파주시 문산읍 당동리","집합","8**","방촌로","준공업","제1종근린생활","12m미만","43.6"," ","30,000","1","201906","3"," ","2014"
"경기도 파주시 문산읍 당동리","집합","8**","방촌로","준공업","제1종근린생활","25m미만","19.6"," ","3,000","4","201906","21"," ","2011"
"경기도 파주시 문산읍 당동리","집합","8**","방촌로","준공업","제1종근린생활","25m미만","148.67"," ","27,000","4","201906","21"," ","2011"
"경기도 파주시 문산읍 당동리","집합","8**","방촌로","준공업","제1종근린생활","25m미만","122.57"," ","23,000","4","201906","21"," ","2011"
"경기도 파주시 문산읍 당동리","집합","8**","방촌로","준공업","판매","25m미만","43.54"," ","45,000","1","201907","3"," ","2014"
"경기도 파주시 문산읍 당동리","집합","8**","방촌로","준공업","제2종근린생활","25m미만","44.49"," ","45,000","1","201907","27"," ","2014"
"경기도 파주시 문산읍 당동리","집합","9**","당동1로","준공업","제2종근린생활","25m미만","44.84"," ","21,000","1","201909","2"," ","2010"
"경기도 파주시 문산읍 당동리","일반","3**","-","자연녹지","제2종근린생활","25m미만","341.64","1743.00","110,000","null","201910","27"," ","1995"
"경기도 파주시 문산읍 당동리","집합","8**","당동2로","준공업","제1종근린생활","25m미만","37.66"," ","6,000","2","201911","5"," ","2013"
"경기도 파주시 문산읍 당동리","집합","8**","당동2로","준공업","제2종근린생활","25m미만","74.18"," ","22,000","1","201911","5"," ","2013"
"경기도 파주시 문산읍 당동리","집합","8**","당동2로","준공업","제2종근린생활","25m미만","60.79"," ","16,000","1","201911","5"," ","2013"
"경기도 파주시 문산읍 당동리","집합","8**","당동2로","준공업","제1종근린생활","25m미만","166.84"," ","22,000","3","201911","5"," ","2013"
"경기도 파주시 문산읍 당동리","집합","8**","당동2로","준공업","제2종근린생활","25m미만","177.02"," ","27,600","2","201911","5"," ","2013"
"경기도 파주시 문산읍 당동리","집합","9**","방촌로","준공업","제1종근린생활","25m미만","41.82"," ","43,000","1","201912","12"," ","2018"
"경기도 파주시 문산읍 문산리","집합","1*","문산로26번길","일반상업","제1종근린생활","12m미만","23.52"," ","3,500","1","201901","22"," ","1995"
"경기도 파주시 문산읍 문산리","집합","1*","문산로26번길","일반상업","제1종근린생활","12m미만","23.52"," ","3,500","1","201901","22"," ","1995"
"경기도 파주시 문산읍 문산리","집합","1*","문향로","제3종일반주거","제1종근린생활","25m미만","34.65"," ","14,750","1","201902","8"," ","null"
"경기도 파주시 문산읍 문산리","집합","1*","문향로","제3종일반주거","제1종근린생활","25m미만","34.65"," ","14,750","1","201902","8"," ","null"
"경기도 파주시 문산읍 문산리","일반","4*","문산로","준주거","제2종근린생활","12m미만","156.96","125.00","27,000","null","201902","11"," ","1997"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","97.95"," ","23,680","6","201903","2"," ","2019"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","87.4"," ","21,129","6","201903","2"," ","2019"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","87.4"," ","21,129","6","201903","2"," ","2019"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","78.68"," ","19,021","6","201903","2"," ","2019"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","39.1"," ","62,658","1","201903","2"," ","2019"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","154.48"," ","32,784","4","201903","3"," ","2019"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","97.95"," ","20,787","4","201903","3"," ","2019"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","215.63"," ","45,762","4","201903","3"," ","2019"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","55.78"," ","81,000","1","201903","3"," ","2019"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","55.78"," ","18,548","4","201903","3"," ","2019"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","154.48"," ","60,534","3","201903","4"," ","2019"
"경기도 파주시 문산읍 문산리","일반","7*","문향로75번길","제1종일반주거","제1종근린생활","8m미만","1008.67","1147.00","190,000","null","201903","15"," ","null"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","45.22"," ","74,340","1","201903","16"," ","2019"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","97.95"," ","24,508","7","201903","19"," ","2019"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","154.48"," ","38,653","7","201903","19"," ","2019"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","215.63"," ","53,954","7","201903","19"," ","2019"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","87.4"," ","21,869","7","201903","19"," ","2019"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","87.4"," ","21,869","7","201903","19"," ","2019"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","78.68"," ","19,687","7","201903","19"," ","2019"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","97.95"," ","38,232","3","201903","25"," ","2019"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","39.58"," ","55,224","1","201903","25"," ","2019"
"경기도 파주시 문산읍 문산리","집합","1*","문산로26번길","일반상업","제1종근린생활","12m미만","18.72"," ","1,750","null","201904","2"," ","1995"
"경기도 파주시 문산읍 문산리","일반","6*","문향로","일반상업","제2종근린생활","8m미만","130.19","76.00","33,700","null","201904","5"," ","null"
"경기도 파주시 문산읍 문산리","일반","5*","-","제1종일반주거","제1종근린생활","-","40.2","56.00","2,000","null","201904","10"," ","null"
"경기도 파주시 문산읍 문산리","집합","1*","문산로26번길","일반상업","제1종근린생활","12m미만","18.72"," ","2,200","null","201904","15"," ","1995"
"경기도 파주시 문산읍 문산리","일반","3*","-","일반상업","제1종근린생활","12m미만","343.12","25.00","19,000","null","201904","15"," ","null"
"경기도 파주시 문산읍 문산리","일반","1*","문향로70번길","일반상업","제2종근린생활","8m미만","197.1","30.00","12,019","null","201904","18"," ","2006"
"경기도 파주시 문산읍 문산리","집합","1*","문산로26번길","일반상업","제1종근린생활","12m미만","18.72"," ","4,500","1","201904","20"," ","1995"
"경기도 파주시 문산읍 문산리","집합","1*","문산로26번길","일반상업","제1종근린생활","12m미만","18.72"," ","4,500","1","201904","20"," ","1995"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제2종근린생활","25m미만","215.63"," ","49,499","8","201904","30"," ","2019"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제2종근린생활","25m미만","154.48"," ","35,461","8","201904","30"," ","2019"
"경기도 파주시 문산읍 문산리","집합","1*","문향로49번길","일반상업","제2종근린생활","8m미만","73.46"," ","6,300","3","201904","30"," ","1992"
"경기도 파주시 문산읍 문산리","일반","5*","-","일반상업","제2종근린생활","12m미만","164","231.00","45,000","null","201905","8"," ","null"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","78.68"," ","31,860","3","201905","23"," ","2019"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","154.48"," ","28,674","6","201905","23"," ","2019"
"경기도 파주시 문산읍 문산리","집합","1*","문산로26번길","일반상업","제1종근린생활","12m미만","18.72"," ","2,300","3","201906","12"," ","1995"
"경기도 파주시 문산읍 문산리","집합","1*","문산로26번길","일반상업","제1종근린생활","12m미만","18.72"," ","1,500","null","201906","12"," ","1995"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","87.4"," ","40,037","3","201906","14"," ","2019"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","215.63"," ","47,790","6","201906","20"," ","2019"
"경기도 파주시 문산읍 문산리","일반","2*","문향로17번길","제3종일반주거","제2종근린생활","12m미만","392.3","512.00","135,000","null","201906","21"," ","2014"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","87.4"," ","20,454","5","201907","5"," ","2019"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","87.4"," ","20,454","5","201907","5"," ","2019"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","154.48"," ","36,152","5","201907","5"," ","2019"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","97.95"," ","22,923","5","201907","5"," ","2019"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","215.63"," ","50,463","5","201907","5"," ","2019"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","78.68"," ","18,413","5","201907","5"," ","2019"
"경기도 파주시 문산읍 문산리","일반","7*","문향로67번길","제1종일반주거","제1종근린생활","8m미만","115.18","149.00","31,500","null","201907","11"," ","null"
"경기도 파주시 문산읍 문산리","집합","1*","문산로26번길","일반상업","제1종근린생활","12m미만","18.72"," ","5,000","null","201907","16"," ","1995"
"경기도 파주시 문산읍 문산리","집합","1*","문산로26번길","일반상업","제1종근린생활","12m미만","18.72"," ","3,000","null","201907","16"," ","1995"
"경기도 파주시 문산읍 문산리","집합","1*","문산로26번길","일반상업","제1종근린생활","12m미만","28.57"," ","1,500","2","201907","18"," ","1995"
"경기도 파주시 문산읍 문산리","집합","1*","문산로26번길","일반상업","제1종근린생활","12m미만","18.72"," ","1,300","5","201907","22"," ","1995"
"경기도 파주시 문산읍 문산리","집합","1*","문산로26번길","일반상업","제1종근린생활","12m미만","18.72"," ","1,300","6","201907","22"," ","1995"
"경기도 파주시 문산읍 문산리","일반","*","문향로68번길","일반상업","제1종근린생활","8m미만","105.52","46.26","15,750","null","201907","27"," ","null"
"경기도 파주시 문산읍 문산리","집합","1*","문산로26번길","일반상업","제1종근린생활","12m미만","18.72"," ","1,600","4","201908","5"," ","1995"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","97.95"," ","25,255","8","201908","6"," ","2019"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","87.4"," ","22,535","8","201908","6"," ","2019"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","78.68"," ","21,886","8","201908","16"," ","2019"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","87.4"," ","24,311","8","201908","16"," ","2019"
"경기도 파주시 문산읍 문산리","집합","1*","문산로26번길","일반상업","제1종근린생활","12m미만","18.72"," ","1,600","null","201910","4"," ","1995"
"경기도 파주시 문산읍 문산리","집합","1*","문산로26번길","일반상업","판매","12m미만","18.72"," ","2,300","null","201910","8"," ","1995"
"경기도 파주시 문산읍 문산리","집합","1*","문향로","일반상업","제1종근린생활","25m미만","199.78"," ","40,000","13","201910","16"," ","2009"
"경기도 파주시 문산읍 문산리","집합","1*","문산로26번길","일반상업","제1종근린생활","12m미만","18.72"," ","4,900","null","201910","31"," ","1995"
"경기도 파주시 문산읍 문산리","일반","3*","문산로40번길","일반상업","제1종근린생활","8m미만","351.37","96.00","26,870","null","201911","14"," ","1979"
"경기도 파주시 문산읍 문산리","집합","*","문향로","일반상업","제1종근린생활","25m미만","70.39"," ","83,898","1","201911","15"," ","2019"
"경기도 파주시 문산읍 사목리","일반","1**","반구정로","생산관리","제2종근린생활","8m미만","820.72","1233.00","71,269","null","201903","24"," ","2012"
"경기도 파주시 문산읍 사목리","일반","2**","사목로","계획관리","제2종근린생활","12m미만","284.47","767.00","48,000","null","201909","3"," ","2018"
"경기도 파주시 문산읍 선유리","일반","9**","문향로","제1종일반주거","제1종근린생활","25m미만","59.97","109.00","21,900","null","201906","13"," ","null"
"경기도 파주시 문산읍 선유리","일반","4**","사임당로","일반상업","제1종근린생활","12m미만","57.88","122.00","18,000","null","201906","24"," ","null"
"경기도 파주시 문산읍 선유리","일반","9**","문향로","일반상업","제1종근린생활","25m미만","43.47","86.00","21,000","null","201907","12"," ","null"
"경기도 파주시 문산읍 선유리","일반","9**","문향로","제2종일반주거","제1종근린생활","12m미만","6.6","49.60","14,254","null","201907","12"," ","null"
"경기도 파주시 문산읍 선유리","일반","6**","우계로","준공업","제2종근린생활","25m미만","116.82","210.00","44,500","null","201907","22"," ","2002"
"경기도 파주시 문산읍 선유리","일반","9**","문향로84번길","일반상업","제1종근린생활","12m미만","76.34","58.00","12,000","null","201909","20"," ","null"
"경기도 파주시 문산읍 선유리","일반","9**","문향로","제2종일반주거","제1종근린생활","12m미만","6.6","49.60","13,504","null","201910","8"," ","null"
"경기도 파주시 문산읍 선유리","일반","9**","문향로","제2종일반주거","제1종근린생활","12m미만","6.6","49.60","13,504","null","201910","11"," ","null"
"경기도 파주시 문산읍 선유리","일반","9**","문향로","제2종일반주거","제1종근린생활","12m미만","6.6","49.60","13,504","null","201910","11"," ","null"
"경기도 파주시 문산읍 선유리","일반","9**","문향로","제2종일반주거","제1종근린생활","12m미만","6.6","49.60","13,504","null","201910","14"," ","null"
"경기도 파주시 문산읍 선유리","일반","9**","문향로","제2종일반주거","제1종근린생활","12m미만","156.56","261.00","75,242","null","201910","17"," ","1980"
"경기도 파주시 문산읍 선유리","일반","8**","문향로","제2종일반주거","제1종근린생활","8m미만","99.03","245.00","62,993","null","201910","18"," ","1991"
"경기도 파주시 문산읍 운천리","일반","5*","충의로84번길","계획관리","제2종근린생활","12m미만","198","634.00","25,000","null","201908","10"," ","2007"
"경기도 파주시 문산읍 이천리","일반","1*","배머리길","계획관리","제2종근린생활","8m미만","198","627.00","21,000","null","201907","10"," ","2010"
"경기도 파주시 문산읍 이천리","일반","4**","사임당로","계획관리","제2종근린생활","12m미만","188.96","205.00","17,500","null","201909","20"," ","1996"
"경기도 파주시 문산읍 이천리","일반","2**","사임당로","계획관리","제1종근린생활","12m미만","348.3","937.00","42,642","null","201910","2"," ","2005"
"경기도 파주시 문산읍 이천리","일반","2**","사임당로","계획관리","제2종근린생활","8m미만","201.02","641.00","20,336","null","201910","2"," ","2005"
"경기도 파주시 법원읍 가야리","일반","3**","보광로1987번길","계획관리","제2종근린생활","8m미만","21","686.00","16,000","null","201901","29"," ","2007"
"경기도 파주시 법원읍 금곡리","일반","1**","술이홀로1372번길","계획관리","제2종근린생활","8m미만","75.6","879.00","30,000","null","201908","29"," ","2008"
"경기도 파주시 법원읍 대능리","일반","2**","사임당로","자연녹지","제2종근린생활","8m미만","281.05","620.00","40,500","null","201901","23"," ","2000"
"경기도 파주시 법원읍 대능리","일반","8*","사임당로","일반상업","제1종근린생활","12m미만","298.14","602.00","54,500","null","201904","5"," ","null"
"경기도 파주시 법원읍 대능리","일반","2**","오능골길","계획관리","제2종근린생활","8m미만","367.6","1468.00","69,500","null","201904","10"," ","2015"
"경기도 파주시 법원읍 대능리","일반","8*","사임당로843번길","일반상업","숙박","8m미만","491.63","370.00","50,000","null","201904","22"," ","1993"
"경기도 파주시 법원읍 대능리","일반","8*","술이홀로","일반상업","제1종근린생활","12m미만","54.84","76.00","23,000","null","201909","2"," ","null"
"경기도 파주시 법원읍 대능리","일반","5**","술이홀로","계획관리","제1종근린생활","12m미만","199.8","650.00","43,000","null","201911","18"," ","2011"
"경기도 파주시 법원읍 대능리","일반","2**","술이홀로","자연녹지","제2종근린생활","12m미만","240","941.00","40,000","null","201912","20"," ","2010"
"경기도 파주시 법원읍 동문리","일반","5*","자운서원로","계획관리","제1종근린생활","12m미만","139.3","697.00","21,100","null","201902","19"," ","2005"
"경기도 파주시 법원읍 동문리","일반","5**","사임당로","계획관리","제2종근린생활","8m미만","396","1980.00","63,000","null","201911","15"," ","2016"
"경기도 파주시 법원읍 법원리","일반","4**","사임당로","일반상업","제1종근린생활","12m미만","130.22","206.00","21,000","null","201902","2"," ","null"
"경기도 파주시 법원읍 법원리","일반","4**","사임당로888번길","제1종일반주거","제1종근린생활","8m미만","153.61","211.00","9,400","null","201905","11"," ","null"
"경기도 파주시 법원읍 법원리","일반","4**","사임당로","제1종일반주거","제1종근린생활","12m미만","38.54","84.00","6,800","null","201908","23"," ","null"
"경기도 파주시 법원읍 웅담리","일반","2**","곰시길","생산관리","제2종근린생활","8m미만","201.26","1437.00","40,500","null","201908","21"," ","2007"
"경기도 파주시 산남동","일반","4*","산남로195번길","계획관리","제2종근린생활","8m미만","384","990.00","110,000","null","201904","23"," ","2005"
"경기도 파주시 상지석동","일반","6**","운정역길","계획관리","제2종근린생활","8m미만","396","1013.00","116,800","null","201903","13"," ","2002"
"경기도 파주시 상지석동","집합","9**","운정2길","계획관리","제2종근린생활","8m미만","61.02"," ","12,000","1","201905","1"," ","2017"
"경기도 파주시 상지석동","일반","1**","상지석길","계획관리","제1종근린생활","8m미만","492.45","1336.00","119,000","null","201906","14"," ","2017"
"경기도 파주시 상지석동","일반","9**","운정로","계획관리","제2종근린생활","12m미만","304.91","991.00","160,000","null","201910","8"," ","2007"
"경기도 파주시 상지석동","일반","1***","운정4길","계획관리","제1종근린생활","8m미만","310","778.00","52,600","null","201910","10"," ","2008"
"경기도 파주시 상지석동","집합","1**","상지석길","계획관리","제2종근린생활","8m미만","479.1"," ","76,000","null","201911","8"," ","2015"
"경기도 파주시 상지석동","집합","1**","고봉로","계획관리","제2종근린생활","8m미만","80.2"," ","13,643","3","201911","8"," ","2015"
"경기도 파주시 상지석동","집합","1**","고봉로","계획관리","제2종근린생활","8m미만","30.22"," ","5,143","3","201911","8"," ","2015"
"경기도 파주시 상지석동","집합","1**","고봉로","계획관리","제1종근린생활","8m미만","215.25"," ","36,642","null","201911","8"," ","2015"
"경기도 파주시 상지석동","집합","1**","고봉로","계획관리","제2종근린생활","8m미만","110.4"," ","18,786","2","201911","8"," ","2015"
"경기도 파주시 상지석동","집합","1**","고봉로","계획관리","제1종근린생활","8m미만","110.4"," ","18,786","1","201911","8"," ","2015"
"경기도 파주시 서패동","일반","2**","돌곶이길","계획관리","제2종근린생활","8m미만","140.89","295.00","95,000","null","201904","10"," ","1996"
"경기도 파주시 서패동","일반","2**","돌곶이길","계획관리","제2종근린생활","8m미만","140.89","295.00","95,000","null","201904","10"," ","1996"
"경기도 파주시 서패동","일반","1**","돌곶이길","계획관리","제2종근린생활","8m미만","231.6","519.00","54,900","null","201910","11"," ","1996"
"경기도 파주시 서패동","일반","2**","돌곶이길","계획관리","제2종근린생활","8m미만","127.1","318.00","39,780","null","201911","12"," ","2011"
"경기도 파주시 송촌동","일반","4**","소라지로","계획관리","제2종근린생활","8m미만","144","362.00","35,000","null","201901","29"," ","2015"
"경기도 파주시 송촌동","일반","5**","소라지로195번길","계획관리","제2종근린생활","8m미만","196","667.00","65,542","null","201905","23"," ","2017"
"경기도 파주시 신촌동","일반","4**","지목로","계획관리","제2종근린생활","8m미만","117.65","538.50","32,000","null","201902","25"," ","2010"
"경기도 파주시 신촌동","일반","1**","소라지로97번길","계획관리","제1종근린생활","-","198","527.00","48,720","null","201903","15"," ","2019"
"경기도 파주시 신촌동","일반","5*","지목로131번길","계획관리","제1종근린생활","8m미만","197.79","614.00","50,031","null","201903","20"," ","2008"
"경기도 파주시 신촌동","일반","3**","소라지로167번길","계획관리","제2종근린생활","8m미만","420","1415.00","123,300","null","201904","15"," ","2019"
"경기도 파주시 신촌동","집합","4*","지목로","계획관리","제2종근린생활","12m미만","48"," ","7,723","1","201905","17"," ","2005"
"경기도 파주시 신촌동","일반","8*","신촌로","계획관리","제2종근린생활","8m미만","409","1160.00","114,790","null","201906","13"," ","2016"
"경기도 파주시 신촌동","일반","1**","소라지로97번길","계획관리","제1종근린생활","8m미만","198","524.00","50,156","null","201907","23"," ","2019"
"경기도 파주시 신촌동","일반","1**","소라지로97번길","계획관리","제1종근린생활","8m미만","198","520.00","49,844","null","201907","23"," ","2019"
"경기도 파주시 신촌동","일반","1**","소라지로139번길","계획관리","제2종근린생활","-","396","999.00","83,450","null","201908","12"," ","2019"
"경기도 파주시 신촌동","일반","1**","소라지로139번길","계획관리","제2종근린생활","8m미만","396","999.00","85,500","null","201908","22"," ","2019"
"경기도 파주시 아동동","집합","3**","중앙로","일반상업","제1종근린생활","25m이상","32.1"," ","12,500","null","201901","4"," ","null"
"경기도 파주시 아동동","집합","2**","송화로","준주거","제2종근린생활","12m미만","24.5"," ","4,000","null","201902","7"," ","2001"
"경기도 파주시 아동동","집합","3**","원앙길","제1종일반주거","제1종근린생활","12m미만","63.76"," ","33,000","1","201902","22"," ","2016"
"경기도 파주시 아동동","집합","3**","원앙길","제1종일반주거","제1종근린생활","12m미만","38.89"," ","20,000","1","201902","22"," ","2016"
"경기도 파주시 아동동","집합","3**","중앙로","일반상업","제1종근린생활","25m이상","14.95"," ","700","2","201903","21"," ","1994"
"경기도 파주시 아동동","집합","2**","송화로","준주거","제2종근린생활","12m미만","67.82"," ","15,000","3","201903","28"," ","2001"
"경기도 파주시 아동동","집합","3**","중앙로","일반상업","제1종근린생활","25m이상","14.38"," ","5,865","1","201905","10"," ","1994"
"경기도 파주시 아동동","집합","3**","중앙로","일반상업","제1종근린생활","25m이상","14.08"," ","5,730","1","201905","10"," ","1994"
"경기도 파주시 아동동","집합","3**","중앙로","일반상업","제1종근린생활","25m이상","14.51"," ","5,905","1","201905","10"," ","1994"
"경기도 파주시 아동동","집합","2**","송화로","준주거","제2종근린생활","12m미만","30.36"," ","9,500","2","201905","20"," ","2001"
"경기도 파주시 아동동","집합","3**","아동로","제1종일반주거","제1종근린생활","12m미만","33.48"," ","13,000","1","201906","14"," ","2018"
"경기도 파주시 아동동","집합","2**","송화로","준주거","제1종근린생활","12m미만","27.56"," ","7,000","3","201908","31"," ","2001"
"경기도 파주시 아동동","집합","8**","시청로","제2종일반주거","제1종근린생활","25m미만","263.72"," ","17,900","null","201909","15"," ","2009"
"경기도 파주시 아동동","집합","6*","통일로","자연녹지","기타","25m미만","81.63"," ","11,500","3","201909","23"," ","2001"
"경기도 파주시 아동동","일반","3**","아동로","제1종일반주거","제2종근린생활","8m미만","59.76","485.00","65,700","null","201911","4"," ","null"
